Gene Set,entrez_gene,gene,symbol,description
PEP,NA,ENSMUSG00000041449,Serpina3h,"serine (or cysteine) peptidase inhibitor, clade A, member 3H [Source:MGI Symbol;Acc:MGI:2182839]"
PEP,628900,ENSMUSG00000079014,Serpina3i,"serine (or cysteine) peptidase inhibitor, clade A, member 3I [Source:MGI Symbol;Acc:MGI:2182841]"
PEP,20717,ENSMUSG00000079012,Serpina3m,"serine (or cysteine) peptidase inhibitor, clade A, member 3M [Source:MGI Symbol;Acc:MGI:98378]"
PEP,20716,ENSMUSG00000021091,Serpina3n,"serine (or cysteine) peptidase inhibitor, clade A, member 3N [Source:MGI Symbol;Acc:MGI:105045]"
PEP,268595,ENSMUSG00000094910,D430019H16Rik,RIKEN cDNA D430019H16 gene [Source:MGI Symbol;Acc:MGI:2443127]
PEP,12062,ENSMUSG00000021070,Bdkrb2,"bradykinin receptor, beta 2 [Source:MGI Symbol;Acc:MGI:102845]"
PEP,78801,ENSMUSG00000041323,Ak7,adenylate kinase 7 [Source:MGI Symbol;Acc:MGI:1926051]
PEP,18789,ENSMUSG00000021111,Papola,poly (A) polymerase alpha [Source:MGI Symbol;Acc:MGI:109301]
PEP,668303,ENSMUSG00000021294,Kif26a,kinesin family member 26A [Source:MGI Symbol;Acc:MGI:2447072]
PEP,19276,ENSMUSG00000056553,Ptprn2,"protein tyrosine phosphatase, receptor type, N polypeptide 2 [Source:MGI Symbol;Acc:MGI:107418]"
PEP,18414,ENSMUSG00000022146,Osmr,oncostatin M receptor [Source:MGI Symbol;Acc:MGI:1330819]
PEP,14573,ENSMUSG00000022144,Gdnf,glial cell line derived neurotrophic factor [Source:MGI Symbol;Acc:MGI:107430]
PEP,73692,ENSMUSG00000039801,Cplane1,ciliogenesis and planar polarity effector 1 [Source:MGI Symbol;Acc:MGI:1920942]
PEP,110082,ENSMUSG00000022262,Dnah5,"dynein, axonemal, heavy chain 5 [Source:MGI Symbol;Acc:MGI:107718]"
PEP,67434,ENSMUSG00000022237,Ankrd33b,ankyrin repeat domain 33B [Source:MGI Symbol;Acc:MGI:1917904]
PEP,16539,ENSMUSG00000050963,Kcns2,"K+ voltage-gated channel, subfamily S, 2 [Source:MGI Symbol;Acc:MGI:1197011]"
PEP,30945,ENSMUSG00000022280,Rnf19a,ring finger protein 19A [Source:MGI Symbol;Acc:MGI:1353623]
PEP,116838,ENSMUSG00000037386,Rims2,regulating synaptic membrane exocytosis 2 [Source:MGI Symbol;Acc:MGI:2152972]
PEP,239408,ENSMUSG00000054409,Tmem74,transmembrane protein 74 [Source:MGI Symbol;Acc:MGI:2443417]
PEP,67498,ENSMUSG00000022342,Kcnv1,"potassium channel, subfamily V, member 1 [Source:MGI Symbol;Acc:MGI:1914748]"
PEP,18133,ENSMUSG00000037362,Ccn3,cellular communication network factor 3 [Source:MGI Symbol;Acc:MGI:109185]
PEP,97998,ENSMUSG00000022419,Deptor,DEP domain containing MTOR-interacting protein [Source:MGI Symbol;Acc:MGI:2146322]
PEP,20649,ENSMUSG00000060429,Sntb1,"syntrophin, basic 1 [Source:MGI Symbol;Acc:MGI:101781]"
PEP,17869,ENSMUSG00000022346,Myc,myelocytomatosis oncogene [Source:MGI Symbol;Acc:MGI:97250]
PEP,20442,ENSMUSG00000013846,St3gal1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:MGI Symbol;Acc:MGI:98304]"
PEP,223649,ENSMUSG00000075590,Nrbp2,nuclear receptor binding protein 2 [Source:MGI Symbol;Acc:MGI:2385017]
PEP,223672,ENSMUSG00000057346,Apol9a,apolipoprotein L 9a [Source:MGI Symbol;Acc:MGI:3606001]
PEP,14904,ENSMUSG00000042535,Gtpbp1,GTP binding protein 1 [Source:MGI Symbol;Acc:MGI:109443]
PEP,73340,ENSMUSG00000022421,Nptxr,neuronal pentraxin receptor [Source:MGI Symbol;Acc:MGI:1920590]
PEP,223726,ENSMUSG00000041708,Mpped1,metallophosphoesterase domain containing 1 [Source:MGI Symbol;Acc:MGI:106316]
PEP,18766,ENSMUSG00000052496,Pkdrej,polycystin (PKD) family receptor for egg jelly [Source:MGI Symbol;Acc:MGI:1338786]
PEP,12614,ENSMUSG00000016028,Celsr1,"cadherin, EGF LAG seven-pass G-type receptor 1 [Source:MGI Symbol;Acc:MGI:1100883]"
PEP,54526,ENSMUSG00000063260,Syt10,synaptotagmin X [Source:MGI Symbol;Acc:MGI:1859546]
PEP,258278,ENSMUSG00000051793,Olfr284,olfactory receptor 284 [Source:MGI Symbol;Acc:MGI:3030118]
PEP,16512,ENSMUSG00000037579,Kcnh3,"potassium voltage-gated channel, subfamily H (eag-related), member 3 [Source:MGI Symbol;Acc:MGI:1341723]"
PEP,65970,ENSMUSG00000023022,Lima1,LIM domain and actin binding 1 [Source:MGI Symbol;Acc:MGI:1920992]
PEP,NA,ENSMUSG00000098620,Gm27209,predicted gene 27209 [Source:MGI Symbol;Acc:MGI:5521052]
PEP,16678,ENSMUSG00000046834,Krt1,keratin 1 [Source:MGI Symbol;Acc:MGI:96698]
PEP,223917,ENSMUSG00000061397,Krt79,keratin 79 [Source:MGI Symbol;Acc:MGI:2385030]
PEP,223922,ENSMUSG00000099083,Atf7,activating transcription factor 7 [Source:MGI Symbol;Acc:MGI:2443472]
PEP,12914,ENSMUSG00000022521,Crebbp,CREB binding protein [Source:MGI Symbol;Acc:MGI:1098280]
PEP,246154,ENSMUSG00000039646,Vasn,vasorin [Source:MGI Symbol;Acc:MGI:2177651]
PEP,239719,ENSMUSG00000009569,Mrtfb,myocardin related transcription factor B [Source:MGI Symbol;Acc:MGI:3050795]
PEP,17250,ENSMUSG00000023088,Abcc1,"ATP-binding cassette, sub-family C (CFTR/MRP), member 1 [Source:MGI Symbol;Acc:MGI:102676]"
PEP,66793,ENSMUSG00000068617,Efcab1,EF-hand calcium binding domain 1 [Source:MGI Symbol;Acc:MGI:1914043]
PEP,67451,ENSMUSG00000041957,Pkp2,plakophilin 2 [Source:MGI Symbol;Acc:MGI:1914701]
PEP,NA,ENSMUSG00000000325,NA,NA
PEP,22230,ENSMUSG00000005262,Ufd1,ubiquitin recognition factor in ER-associated degradation 1 [Source:MGI Symbol;Acc:MGI:109353]
PEP,59083,ENSMUSG00000022871,Fetub,fetuin beta [Source:MGI Symbol;Acc:MGI:1890221]
PEP,210126,ENSMUSG00000033306,Lpp,LIM domain containing preferred translocation partner in lipoma [Source:MGI Symbol;Acc:MGI:2441849]
PEP,224088,ENSMUSG00000022533,Atp13a3,ATPase type 13A3 [Source:MGI Symbol;Acc:MGI:2685387]
PEP,22661,ENSMUSG00000022811,Zfp148,zinc finger protein 148 [Source:MGI Symbol;Acc:MGI:1332234]
PEP,545156,ENSMUSG00000061751,Kalrn,"kalirin, RhoGEF kinase [Source:MGI Symbol;Acc:MGI:2685385]"
PEP,209200,ENSMUSG00000049502,Dtx3l,"deltex 3-like, E3 ubiquitin ligase [Source:MGI Symbol;Acc:MGI:2656973]"
PEP,12374,ENSMUSG00000051980,Casr,calcium-sensing receptor [Source:MGI Symbol;Acc:MGI:1351351]
PEP,320184,ENSMUSG00000034158,Lrrc58,leucine rich repeat containing 58 [Source:MGI Symbol;Acc:MGI:2443542]
PEP,14432,ENSMUSG00000047261,Gap43,growth associated protein 43 [Source:MGI Symbol;Acc:MGI:95639]
PEP,13490,ENSMUSG00000022705,Drd3,dopamine receptor D3 [Source:MGI Symbol;Acc:MGI:94925]
PEP,212153,ENSMUSG00000022701,Ccdc191,coiled-coil domain containing 191 [Source:MGI Symbol;Acc:MGI:1922661]
PEP,58998,ENSMUSG00000022656,Nectin3,nectin cell adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:1930171]
PEP,208650,ENSMUSG00000022637,Cblb,Casitas B-lineage lymphoma b [Source:MGI Symbol;Acc:MGI:2146430]
PEP,19128,ENSMUSG00000022912,Pros1,protein S (alpha) [Source:MGI Symbol;Acc:MGI:1095733]
PEP,268903,ENSMUSG00000048490,Nrip1,nuclear receptor interacting protein 1 [Source:MGI Symbol;Acc:MGI:1315213]
PEP,110749,ENSMUSG00000022945,Chaf1b,"chromatin assembly factor 1, subunit B (p60) [Source:MGI Symbol;Acc:MGI:1314881]"
PEP,NA,ENSMUSG00000097796,NA,NA
PEP,17171,ENSMUSG00000068037,Mas1,MAS1 oncogene [Source:MGI Symbol;Acc:MGI:96918]
PEP,210503,ENSMUSG00000062743,Zfp677,zinc finger protein 677 [Source:MGI Symbol;Acc:MGI:3053207]
PEP,NA,ENSMUSG00000096975,NA,NA
PEP,NA,ENSMUSG00000096429,Vmn2r-ps131,"vomeronasal 2, receptor, pseudogene 131 [Source:MGI Symbol;Acc:MGI:3761691]"
PEP,56863,ENSMUSG00000066720,Cldn9,claudin 9 [Source:MGI Symbol;Acc:MGI:1913100]
PEP,240055,ENSMUSG00000034413,Neurl1b,neuralized E3 ubiquitin protein ligase 1B [Source:MGI Symbol;Acc:MGI:3643092]
PEP,19252,ENSMUSG00000024190,Dusp1,dual specificity phosphatase 1 [Source:MGI Symbol;Acc:MGI:105120]
PEP,77128,ENSMUSG00000048249,Crebrf,CREB3 regulatory factor [Source:MGI Symbol;Acc:MGI:1924378]
PEP,268935,ENSMUSG00000038677,Scube3,"signal peptide, CUB domain, EGF-like 3 [Source:MGI Symbol;Acc:MGI:3045253]"
PEP,207819,ENSMUSG00000048905,Bnip5,BCL2 interacting protein 5 [Source:MGI Symbol;Acc:MGI:1925441]
PEP,328795,ENSMUSG00000042345,Ubash3a,"ubiquitin associated and SH3 domain containing, A [Source:MGI Symbol;Acc:MGI:1926074]"
PEP,15000,ENSMUSG00000037548,H2-DMb2,"histocompatibility 2, class II, locus Mb2 [Source:MGI Symbol;Acc:MGI:95923]"
PEP,14960,ENSMUSG00000036594,H2-Aa,"histocompatibility 2, class II antigen A, alpha [Source:MGI Symbol;Acc:MGI:95895]"
PEP,100038862,ENSMUSG00000062638,Btnl1,butyrophilin-like 1 [Source:MGI Symbol;Acc:MGI:1932027]
PEP,12263,ENSMUSG00000024371,C2,complement component 2 (within H-2S) [Source:MGI Symbol;Acc:MGI:88226]
PEP,240087,ENSMUSG00000061607,Mdc1,mediator of DNA damage checkpoint 1 [Source:MGI Symbol;Acc:MGI:3525201]
PEP,NA,ENSMUSG00000092392,Gm20546,predicted gene 20546 [Source:MGI Symbol;Acc:MGI:5142011]
PEP,224754,ENSMUSG00000037537,H2-M11,"histocompatibility 2, M region locus 11 [Source:MGI Symbol;Acc:MGI:2676637]"
PEP,268958,ENSMUSG00000058626,Capn11,calpain 11 [Source:MGI Symbol;Acc:MGI:1352490]
PEP,66972,ENSMUSG00000046329,Slc25a23,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23 [Source:MGI Symbol;Acc:MGI:1914222]"
PEP,620292,ENSMUSG00000038048,Cntnap5c,contactin associated protein-like 5C [Source:MGI Symbol;Acc:MGI:3646013]
PEP,50758,ENSMUSG00000023965,Fbxl17,F-box and leucine-rich repeat protein 17 [Source:MGI Symbol;Acc:MGI:1354704]
PEP,65960,ENSMUSG00000024098,Twsg1,twisted gastrulation BMP signaling modulator 1 [Source:MGI Symbol;Acc:MGI:2137520]
PEP,50850,ENSMUSG00000024068,Spast,spastin [Source:MGI Symbol;Acc:MGI:1858896]
PEP,17075,ENSMUSG00000045394,Epcam,epithelial cell adhesion molecule [Source:MGI Symbol;Acc:MGI:106653]
PEP,14309,ENSMUSG00000032937,Fshr,follicle stimulating hormone receptor [Source:MGI Symbol;Acc:MGI:95583]
PEP,NA,ENSMUSG00000093716,Gm19815,"predicted gene, 19815 [Source:MGI Symbol;Acc:MGI:5012000]"
PEP,78800,ENSMUSG00000090160,4930480K15Rik,RIKEN cDNA 4930480K15 gene [Source:MGI Symbol;Acc:MGI:1926050]
PEP,225115,ENSMUSG00000024236,Svil,supervillin [Source:MGI Symbol;Acc:MGI:2147319]
PEP,13506,ENSMUSG00000024331,Dsc2,desmocollin 2 [Source:MGI Symbol;Acc:MGI:103221]
PEP,211924,ENSMUSG00000034774,Dsg1c,desmoglein 1 gamma [Source:MGI Symbol;Acc:MGI:2664358]
PEP,13510,ENSMUSG00000069441,Dsg1a,desmoglein 1 alpha [Source:MGI Symbol;Acc:MGI:94930]
PEP,225256,ENSMUSG00000061928,Dsg1b,desmoglein 1 beta [Source:MGI Symbol;Acc:MGI:2664357]
PEP,14423,ENSMUSG00000000420,Galnt1,polypeptide N-acetylgalactosaminyltransferase 1 [Source:MGI Symbol;Acc:MGI:894693]
PEP,225289,ENSMUSG00000033632,AW554918,expressed sequence AW554918 [Source:MGI Symbol;Acc:MGI:2147376]
PEP,14587,ENSMUSG00000024366,Gfra3,glial cell line derived neurotrophic factor family receptor alpha 3 [Source:MGI Symbol;Acc:MGI:1201403]
PEP,72512,ENSMUSG00000024349,Sting1,stimulator of interferon response cGAMP interactor 1 [Source:MGI Symbol;Acc:MGI:1919762]
PEP,NA,ENSMUSG00000097330,Gm26672,"predicted gene, 26672 [Source:MGI Symbol;Acc:MGI:5477166]"
PEP,106952,ENSMUSG00000024451,Arap3,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3 [Source:MGI Symbol;Acc:MGI:2147274]"
PEP,75599,ENSMUSG00000051375,Pcdh1,protocadherin 1 [Source:MGI Symbol;Acc:MGI:104692]
PEP,53601,ENSMUSG00000024440,Pcdh12,protocadherin 12 [Source:MGI Symbol;Acc:MGI:1855700]
PEP,14815,ENSMUSG00000024431,Nr3c1,"nuclear receptor subfamily 3, group C, member 1 [Source:MGI Symbol;Acc:MGI:95824]"
PEP,332309,ENSMUSG00000073574,Grxcr2,"glutaredoxin, cysteine rich 2 [Source:MGI Symbol;Acc:MGI:2685697]"
PEP,140492,ENSMUSG00000054477,Kcnn2,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2 [Source:MGI Symbol;Acc:MGI:2153182]"
PEP,240261,ENSMUSG00000071855,Ccdc112,coiled-coil domain containing 112 [Source:MGI Symbol;Acc:MGI:1918800]
PEP,104027,ENSMUSG00000043079,Synpo,synaptopodin [Source:MGI Symbol;Acc:MGI:1099446]
PEP,240354,ENSMUSG00000032688,Malt1,MALT1 paracaspase [Source:MGI Symbol;Acc:MGI:2445027]
PEP,75577,ENSMUSG00000024512,Dynap,dynactin associated protein [Source:MGI Symbol;Acc:MGI:1922827]
PEP,12794,ENSMUSG00000024873,Cnih2,cornichon family AMPA receptor auxiliary protein 2 [Source:MGI Symbol;Acc:MGI:1277225]
PEP,69024,ENSMUSG00000024787,Snx15,sorting nexin 15 [Source:MGI Symbol;Acc:MGI:1916274]
PEP,403202,ENSMUSG00000067577,A430093F15Rik,RIKEN cDNA A430093F15 gene [Source:MGI Symbol;Acc:MGI:2685520]
PEP,271564,ENSMUSG00000046230,Vps13a,vacuolar protein sorting 13A [Source:MGI Symbol;Acc:MGI:2444304]
PEP,226025,ENSMUSG00000052387,Trpm3,"transient receptor potential cation channel, subfamily M, member 3 [Source:MGI Symbol;Acc:MGI:2443101]"
PEP,19726,ENSMUSG00000040929,Rfx3,"regulatory factor X, 3 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:106582]"
PEP,16452,ENSMUSG00000024789,Jak2,Janus kinase 2 [Source:MGI Symbol;Acc:MGI:96629]
PEP,77125,ENSMUSG00000024810,Il33,interleukin 33 [Source:MGI Symbol;Acc:MGI:1924375]
PEP,381236,ENSMUSG00000024766,Lipo3,"lipase, member O3 [Source:MGI Symbol;Acc:MGI:2147592]"
PEP,112419,ENSMUSG00000067297,Ifit1bl2,interferon induced protein with tetratricopeptide repeats 1B like 2 [Source:MGI Symbol;Acc:MGI:2148249]
PEP,56839,ENSMUSG00000067242,Lgi1,"leucine-rich repeat LGI family, member 1 [Source:MGI Symbol;Acc:MGI:1861691]"
PEP,545291,ENSMUSG00000074852,Hpse2,heparanase 2 [Source:MGI Symbol;Acc:MGI:2685814]
PEP,100503041,ENSMUSG00000074818,Pdzd7,PDZ domain containing 7 [Source:MGI Symbol;Acc:MGI:3608325]
PEP,72691,ENSMUSG00000033033,Calhm2,calcium homeostasis modulator family member 2 [Source:MGI Symbol;Acc:MGI:1919941]
PEP,20874,ENSMUSG00000025060,Slk,STE20-like kinase [Source:MGI Symbol;Acc:MGI:103241]
PEP,56392,ENSMUSG00000024976,Shoc2,"Shoc2, leucine rich repeat scaffold protein [Source:MGI Symbol;Acc:MGI:1927197]"
PEP,226255,ENSMUSG00000054843,Atrnl1,attractin like 1 [Source:MGI Symbol;Acc:MGI:2147749]
PEP,13669,ENSMUSG00000024991,Eif3a,"eukaryotic translation initiation factor 3, subunit A [Source:MGI Symbol;Acc:MGI:95301]"
PEP,414758,ENSMUSG00000074733,Zfp950,zinc finger protein 950 [Source:MGI Symbol;Acc:MGI:2652824]
C-LTMR,240690,ENSMUSG00000033740,St18,suppression of tumorigenicity 18 [Source:MGI Symbol;Acc:MGI:2446700]
C-LTMR,211660,ENSMUSG00000056763,Cspp1,centrosome and spindle pole associated protein 1 [Source:MGI Symbol;Acc:MGI:2681832]
C-LTMR,17978,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2 [Source:MGI Symbol;Acc:MGI:1276533]
C-LTMR,116837,ENSMUSG00000041670,Rims1,regulating synaptic membrane exocytosis 1 [Source:MGI Symbol;Acc:MGI:2152971]
C-LTMR,NA,ENSMUSG00000097642,Gm26866,"predicted gene, 26866 [Source:MGI Symbol;Acc:MGI:5477360]"
C-LTMR,226976,ENSMUSG00000010453,Kansl3,KAT8 regulatory NSL complex subunit 3 [Source:MGI Symbol;Acc:MGI:1918055]
C-LTMR,269181,ENSMUSG00000026110,Mgat4a,"mannoside acetylglucosaminyltransferase 4, isoenzyme A [Source:MGI Symbol;Acc:MGI:2662992]"
C-LTMR,211484,ENSMUSG00000060771,Tsga10,testis specific 10 [Source:MGI Symbol;Acc:MGI:2685063]
C-LTMR,56363,ENSMUSG00000026109,Tmeff2,transmembrane protein with EGF-like and two follistatin-like domains 2 [Source:MGI Symbol;Acc:MGI:1861735]
C-LTMR,17936,ENSMUSG00000002881,Nab1,Ngfi-A binding protein 1 [Source:MGI Symbol;Acc:MGI:107564]
C-LTMR,329154,ENSMUSG00000052331,Ankrd44,ankyrin repeat domain 44 [Source:MGI Symbol;Acc:MGI:3045243]
C-LTMR,75323,ENSMUSG00000097519,4930558J18Rik,RIKEN cDNA 4930558J18 gene [Source:MGI Symbol;Acc:MGI:1922573]
C-LTMR,73467,ENSMUSG00000038323,1700066M21Rik,RIKEN cDNA 1700066M21 gene [Source:MGI Symbol;Acc:MGI:1920717]
C-LTMR,74018,ENSMUSG00000026024,Als2,alsin Rho guanine nucleotide exchange factor [Source:MGI Symbol;Acc:MGI:1921268]
C-LTMR,77300,ENSMUSG00000026014,Raph1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:MGI Symbol;Acc:MGI:1924550]
C-LTMR,100380944,ENSMUSG00000084799,Ino80dos,"INO80 complex subunit D, opposite strand [Source:MGI Symbol;Acc:MGI:3651861]"
C-LTMR,241073,ENSMUSG00000069085,Dytn,dystrotelin [Source:MGI Symbol;Acc:MGI:2685061]
C-LTMR,93691,ENSMUSG00000025959,Klf7,Kruppel-like factor 7 (ubiquitous) [Source:MGI Symbol;Acc:MGI:1935151]
C-LTMR,NA,ENSMUSG00000086721,Gm13750,predicted gene 13750 [Source:MGI Symbol;Acc:MGI:3650598]
C-LTMR,76709,ENSMUSG00000006304,Arpc2,"actin related protein 2/3 complex, subunit 2 [Source:MGI Symbol;Acc:MGI:1923959]"
C-LTMR,67534,ENSMUSG00000033257,Ttll4,"tubulin tyrosine ligase-like family, member 4 [Source:MGI Symbol;Acc:MGI:1914784]"
C-LTMR,241128,ENSMUSG00000043230,Fam124b,"family with sequence similarity 124, member B [Source:MGI Symbol;Acc:MGI:3026880]"
C-LTMR,26554,ENSMUSG00000004364,Cul3,cullin 3 [Source:MGI Symbol;Acc:MGI:1347360]
C-LTMR,12828,ENSMUSG00000079465,Col4a3,"collagen, type IV, alpha 3 [Source:MGI Symbol;Acc:MGI:104688]"
C-LTMR,14767,ENSMUSG00000026237,Nmur1,neuromedin U receptor 1 [Source:MGI Symbol;Acc:MGI:1341898]
C-LTMR,227333,ENSMUSG00000070738,Dgkd,"diacylglycerol kinase, delta [Source:MGI Symbol;Acc:MGI:2138334]"
C-LTMR,212427,ENSMUSG00000044783,Hjurp,Holliday junction recognition protein [Source:MGI Symbol;Acc:MGI:2685821]
C-LTMR,171382,ENSMUSG00000036251,Trpm8,"transient receptor potential cation channel, subfamily M, member 8 [Source:MGI Symbol;Acc:MGI:2181435]"
C-LTMR,74918,ENSMUSG00000026301,Iqca,IQ motif containing with AAA domain [Source:MGI Symbol;Acc:MGI:1922168]
C-LTMR,171531,ENSMUSG00000026303,Mlph,melanophilin [Source:MGI Symbol;Acc:MGI:2176380]
C-LTMR,208727,ENSMUSG00000026313,Hdac4,histone deacetylase 4 [Source:MGI Symbol;Acc:MGI:3036234]
C-LTMR,257890,ENSMUSG00000061616,Olfr12,olfactory receptor 12 [Source:MGI Symbol;Acc:MGI:107863]
C-LTMR,269224,ENSMUSG00000026274,Pask,PAS domain containing serine/threonine kinase [Source:MGI Symbol;Acc:MGI:2155936]
C-LTMR,51800,ENSMUSG00000026278,Bok,BCL2-related ovarian killer [Source:MGI Symbol;Acc:MGI:1858494]
C-LTMR,18484,ENSMUSG00000026335,Pam,peptidylglycine alpha-amidating monooxygenase [Source:MGI Symbol;Acc:MGI:97475]
C-LTMR,70829,ENSMUSG00000026339,Ccdc93,coiled-coil domain containing 93 [Source:MGI Symbol;Acc:MGI:1918079]
C-LTMR,15564,ENSMUSG00000050534,Htr5b,5-hydroxytryptamine (serotonin) receptor 5B [Source:MGI Symbol;Acc:MGI:96284]
C-LTMR,269109,ENSMUSG00000036815,Dpp10,dipeptidylpeptidase 10 [Source:MGI Symbol;Acc:MGI:2442409]
C-LTMR,226412,ENSMUSG00000056211,R3hdm1,R3H domain containing 1 [Source:MGI Symbol;Acc:MGI:2448514]
C-LTMR,213006,ENSMUSG00000059149,Mfsd4a,major facilitator superfamily domain containing 4A [Source:MGI Symbol;Acc:MGI:2442786]
C-LTMR,93689,ENSMUSG00000048096,Lmod1,leiomodin 1 (smooth muscle) [Source:MGI Symbol;Acc:MGI:2135671]
C-LTMR,226432,ENSMUSG00000041879,Ipo9,importin 9 [Source:MGI Symbol;Acc:MGI:1918944]
C-LTMR,240843,ENSMUSG00000004031,Brinp2,bone morphogenic protein/retinoic acid inducible neural-specific 2 [Source:MGI Symbol;Acc:MGI:2443333]
C-LTMR,19737,ENSMUSG00000026678,Rgs5,regulator of G-protein signaling 5 [Source:MGI Symbol;Acc:MGI:1098434]
C-LTMR,12944,ENSMUSG00000037942,Crp,"C-reactive protein, pentraxin-related [Source:MGI Symbol;Acc:MGI:88512]"
C-LTMR,26388,ENSMUSG00000026535,Ifi202b,interferon activated gene 202B [Source:MGI Symbol;Acc:MGI:1347083]
C-LTMR,54418,ENSMUSG00000028354,Fmn2,formin 2 [Source:MGI Symbol;Acc:MGI:1859252]
C-LTMR,319455,ENSMUSG00000055214,Pld5,"phospholipase D family, member 5 [Source:MGI Symbol;Acc:MGI:2442056]"
C-LTMR,23797,ENSMUSG00000019699,Akt3,thymoma viral proto-oncogene 3 [Source:MGI Symbol;Acc:MGI:1345147]
C-LTMR,320404,ENSMUSG00000038855,Itpkb,"inositol 1,4,5-trisphosphate 3-kinase B [Source:MGI Symbol;Acc:MGI:109235]"
C-LTMR,67459,ENSMUSG00000026516,Nvl,nuclear VCP-like [Source:MGI Symbol;Acc:MGI:1914709]
C-LTMR,108909,ENSMUSG00000042901,Aida,"axin interactor, dorsalization associated [Source:MGI Symbol;Acc:MGI:1919737]"
C-LTMR,226856,ENSMUSG00000026623,Lpgat1,lysophosphatidylglycerol acyltransferase 1 [Source:MGI Symbol;Acc:MGI:2446186]
C-LTMR,329324,ENSMUSG00000016200,Syt14,synaptotagmin XIV [Source:MGI Symbol;Acc:MGI:2444490]
C-LTMR,12490,ENSMUSG00000016494,Cd34,CD34 antigen [Source:MGI Symbol;Acc:MGI:88329]
C-LTMR,18108,ENSMUSG00000026643,Nmt2,N-myristoyltransferase 2 [Source:MGI Symbol;Acc:MGI:1202298]
C-LTMR,209630,ENSMUSG00000026657,Frmd4a,FERM domain containing 4A [Source:MGI Symbol;Acc:MGI:1919850]
C-LTMR,338535,ENSMUSG00000086843,E030013I19Rik,RIKEN cDNA E030013I19 gene [Source:MGI Symbol;Acc:MGI:2443735]
C-LTMR,20163,ENSMUSG00000026727,Rsu1,Ras suppressor protein 1 [Source:MGI Symbol;Acc:MGI:103040]
C-LTMR,13434,ENSMUSG00000026723,Trdmt1,tRNA aspartic acid methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1274787]
C-LTMR,NA,ENSMUSG00000054057,A930004D18Rik,RIKEN cDNA A930004D18 gene [Source:MGI Symbol;Acc:MGI:1925190]
C-LTMR,71435,ENSMUSG00000036591,Arhgap21,Rho GTPase activating protein 21 [Source:MGI Symbol;Acc:MGI:1918685]
C-LTMR,11308,ENSMUSG00000058835,Abi1,abl interactor 1 [Source:MGI Symbol;Acc:MGI:104913]
C-LTMR,215632,ENSMUSG00000026979,Psd4,pleckstrin and Sec7 domain containing 4 [Source:MGI Symbol;Acc:MGI:2674093]
C-LTMR,66139,ENSMUSG00000009214,Mymk,"myomaker, myoblast fusion factor [Source:MGI Symbol;Acc:MGI:1913389]"
C-LTMR,NA,ENSMUSG00000086425,F730016J06Rik,RIKEN cDNA F730016J06 gene [Source:MGI Symbol;Acc:MGI:2443559]
C-LTMR,56177,ENSMUSG00000026833,Olfm1,olfactomedin 1 [Source:MGI Symbol;Acc:MGI:1860437]
C-LTMR,NA,ENSMUSG00000087196,Gm13373,predicted gene 13373 [Source:MGI Symbol;Acc:MGI:3650390]
C-LTMR,241289,ENSMUSG00000035829,Ppp1r26,"protein phosphatase 1, regulatory subunit 26 [Source:MGI Symbol;Acc:MGI:2685193]"
C-LTMR,18286,ENSMUSG00000026790,Odf2,outer dense fiber of sperm tails 2 [Source:MGI Symbol;Acc:MGI:1098824]
C-LTMR,20204,ENSMUSG00000039476,Prrx2,paired related homeobox 2 [Source:MGI Symbol;Acc:MGI:98218]
C-LTMR,665700,ENSMUSG00000055632,Hmcn2,hemicentin 2 [Source:MGI Symbol;Acc:MGI:2677838]
C-LTMR,11898,ENSMUSG00000076441,Ass1,argininosuccinate synthetase 1 [Source:MGI Symbol;Acc:MGI:88090]
C-LTMR,11350,ENSMUSG00000026842,Abl1,"c-abl oncogene 1, non-receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:87859]"
C-LTMR,72543,ENSMUSG00000038740,Mvb12b,multivesicular body subunit 12B [Source:MGI Symbol;Acc:MGI:1919793]
C-LTMR,227867,ENSMUSG00000069495,Epc2,enhancer of polycomb homolog 2 [Source:MGI Symbol;Acc:MGI:1278321]
C-LTMR,16574,ENSMUSG00000026764,Kif5c,kinesin family member 5C [Source:MGI Symbol;Acc:MGI:1098269]
C-LTMR,NA,ENSMUSG00000086196,Gm13571,predicted gene 13571 [Source:MGI Symbol;Acc:MGI:3652223]
